id,created_at,text
964577223897505792,2018-02-16 19:08:25,"RT @AlicePodcast: A rare Alice Isn't Dead live show is coming to Los Angeles on April 5th. This is a new, stand-alone story meant for both…"
964516117942362112,2018-02-16 15:05:37,RT @NightValeRadio: Help control the pet population. Stop calling ants pets. They do not love you and it's inflating the numbers.
964231581450821634,2018-02-15 20:14:58,We're taking our live show ALL HAIL on one last trip across the U.S. and Canada this April. Come see us in Vancouve… https://t.co/LT8CnuI7we
964152331964055553,2018-02-15 15:00:03,"A Story of Love and Horror continues with Part 2: ""Spire."" Listen now: https://t.co/kLPpDsRqd6"
963865442203983874,2018-02-14 20:00:03,How do I love thee? Let me tally up all of the points I've assigned to your personal value with respect to my needs.
963790052638822401,2018-02-14 15:00:29,"RT @NVPresents: We're making a podcast with world famous author @ChuckTingle, and it will prove love is real. First episode featuring @Ceci…"
963514023944904704,2018-02-13 20:43:39,"Only 15 days left to grab a pair of sweatpants that say ""Creepy"" on the butt. https://t.co/2SFRmW1abK https://t.co/Fv1vNY41rr"
963168702618394625,2018-02-12 21:51:28,The heart wants what it wants. What it wants is blood.
963099358303588352,2018-02-12 17:15:55,"RT @dylanmarron: New format. Brand new episode. Same podcast.
https://t.co/jHDWzxoR6a https://t.co/wBc1lSh4Ku"
963070477127311360,2018-02-12 15:21:09,"@diabolicalplots Click on ""Play Now"" below the episode title to download the MP3: https://t.co/v7wNPfshoP"
962064066112974848,2018-02-09 20:42:02,"The factory ran out of purple flasks, so for a limited time only, we're offering our ""If You See Something"" flask i… https://t.co/ZOFkbyRmXP"
961978495399317504,2018-02-09 15:02:00,"Today is sponsored by Clorox. No one knows who they paid to sponsor a unit of time, but it happened and we can't do anything about it."
961615743392604160,2018-02-08 15:00:33,RT @NVPresents: This week on I Only Listen to the @mountain_goats: “Jeff Davis County Blues” is a song with a particular meaning to Joseph'…
961374716115251201,2018-02-07 23:02:48,"Only three live shows left in Australia!
Friday: ALL HAIL in Melbourne
Saturday: GHOST STORIES in Melbourne
Sunday:… https://t.co/DDs1u7B28U"
961288938274148352,2018-02-07 17:21:57,"RT @NightValeRadio: Every cloud has a silver lining, a molten core, a brittle bone structure, and a thick, reddish exoskeleton."
960936135802413058,2018-02-06 18:00:02,"Follow your heart. It's in a cooler in the back of that van up ahead.

Get your Night VALEntines Cards before time… https://t.co/X28luSbZN9"
960893784820248578,2018-02-06 15:11:45,"@Al__S Yes, over the next few weeks. We'll put links to the new feeds on the Libsyn pages."
960892259569930245,2018-02-06 15:05:41,"@g_buoyup The ""Play"" link is a direct link to the MP3 file."
960644680991100928,2018-02-05 22:41:54,"@thatstarkid Yes, and we haven't seen any issues on our end. @AppleSupport may be able to help if you're having tro… https://t.co/zQVkq2CuTe"
960638480249389057,2018-02-05 22:17:16,@daykoyta We're working on fixing Spotify.
960634145461407744,2018-02-05 22:00:02,"Were you downloading Night Vale episodes directly from Libsyn? We switched hosts, but you can still download episod… https://t.co/WE4oc1IEOc"
960558640833818625,2018-02-05 17:00:00,Meat cute.
960538381087277056,2018-02-05 15:39:30,"@cassieprmkhtr @leigh_casandra We're working on getting it fixed, but they're slow."
960538018762362880,2018-02-05 15:38:04,@meeka_me The wonderful @erinmckeown!
959652417880010753,2018-02-03 04:59:00,"Family picture at the Lone Pine Koala Sanctuary! See you tonight for ALL HAIL in Brisbane and next week in Perth, M… https://t.co/jugHbC0DYO"
959544995714883584,2018-02-02 21:52:09,"We're back with the start of a brand new three episode arc. Tune in now to A Story of Love and Horror, Part 1: ""Bar… https://t.co/MnKnVmYnn4"
959517174594490369,2018-02-02 20:01:36,Tickets on sale now for ALL HAIL in Sacramento! See you on April 23rd! https://t.co/BNf04xSj2D https://t.co/P46tMVnFEm
959179850404724737,2018-02-01 21:41:11,"@sparklevamp Yes, no time limit on these: https://t.co/q7SjDNn5Ba"
959159362869694464,2018-02-01 20:19:47,@BenKesselring Please contact support@topatoco.com for further questions on sizes.
959155452864073728,2018-02-01 20:04:14,"You have until February 28th to get a pair of pants that say ""Creepy"" on the butt.  https://t.co/2SFRmW1abK https://t.co/CEbNmkBLnj"
959082821544538113,2018-02-01 15:15:38,"RT @NightValeRadio: Success is 10% inspiration, 30% perspiration, 25% bile, 30% plasma, and 5% natural flavorings and preservatives"
958784360559333377,2018-01-31 19:29:39,"@FervaldespinoR That's our plan, but they might come later in the day."
958761814967296000,2018-01-31 18:00:04,"Hey, Sacramento: We just added a performance of ALL HAIL in your city on April 23rd. Tickets go on sale this Friday… https://t.co/b7QerNQevJ"
958760052705431553,2018-01-31 17:53:04,"@sirenesquemuse You should be able to, but it might take us a few days to get the feed set up with them."
958717193528709120,2018-01-31 15:02:45,We're moving the show over to a new hosting platform. Let us know if you hear anything weirder than usual in the au… https://t.co/oqeewICtcS
958403589281591297,2018-01-30 18:16:36,@realUpyernoz We just found a few hiding in the warehouse – you should be able to grab a set now! https://t.co/qj1rwlzw6h
958399421024276480,2018-01-30 18:00:02,Today you will meet a beautiful stranger. Give them a Valentine's Day card from Night Vale. https://t.co/qj1rwlzw6h https://t.co/dqt05w4zpb
958157818875596806,2018-01-30 02:00:00,"See you tonight, Wellington!

Tickets still available for ALL HAIL in New Zealand and Australia:… https://t.co/Oa9eY2sREZ"
958052135333236737,2018-01-29 19:00:03,A bunch of starlings is a murmuration. A bunch of otters is a romp. A bunch of spiders is in your sock drawer.
956651796168105986,2018-01-25 22:15:36,"RT @NightValeRadio: If you're happy and you know it, no you don't"
956542511438290945,2018-01-25 15:01:21,"RT @NVPresents: I Only Listen to the @mountain_goats, Episode 9, ""The Mess Inside,"" is out now. Featuring special guest @amandapalmer!
http…"
956317729799143426,2018-01-25 00:08:08,Want to see what happens behind-the-scenes on a Night Vale tour? Follow our Instagram for updates by… https://t.co/KzfQ5YUzmY
956199259606519808,2018-01-24 16:17:23,@k_lliste We sell exclusive merch on tour. None of the items on our Topatoco store will be available to purchase.
955913993562087425,2018-01-23 21:23:50,"If you love something, set it free... 

Get your Valentine's Day cards before it's too late: https://t.co/qj1rwlzw6h https://t.co/kMJ3SvSsHq"
955606011573952513,2018-01-23 01:00:02,"Just one more week until ALL HAIL comes to New Zealand and Australia. We can't wait to see you in Wellington, Auckl… https://t.co/vb8eQN4gEN"
955488817649156096,2018-01-22 17:14:20,Make like a baby and vocalize your pain.
955092486602575873,2018-01-21 14:59:28,"RT @IMASpodcast: Episode 9: rememberwimfaros

Truth and consequences

https://t.co/dhJVt0ovUl"
954409163941085186,2018-01-19 17:44:11,This is your last chance to get our Prying Eye silk scarf. Perfect for formal events and magic tricks.… https://t.co/sDg0gS4GEL
954069639377702912,2018-01-18 19:15:02,"Do what you can*, with what you have**, where you are***.

* giggle
** ticklish skin
*** snake pit"
953709420957126656,2018-01-17 19:23:39,RT @NVPresents: The season finale of @IMASpodcast drops this Sunday. Not caught up? Binge the first eight episodes of this surprising and h…
953323224758214656,2018-01-16 17:49:03,Hope is a thing with feathers. So is the thing decaying in the drywall.
953070624976588800,2018-01-16 01:05:18,"New Zealand, Australia: ALL HAIL starts in two weeks. Don't miss it. https://t.co/DaXIZnTzU8 https://t.co/eLww3W4Iax"
951875674985385985,2018-01-12 17:57:00,"Love is a shambling thing.

Valentine's Day Cards available now: https://t.co/qj1rwlzw6h https://t.co/Zs1dCRGlj1"
951549341382135814,2018-01-11 20:20:16,RT @NightValeRadio: Trapped in a dead-end job? Trapped in a car trunk? Trapped in darkness with no memories of who you are or how long you'…
951468958976237569,2018-01-11 15:00:51,"RT @NVPresents: This week on I Only Listen to the @mountain_goats, John and Joseph talk about the meaning of home and @elizarickman and @jh…"
951197706889908226,2018-01-10 21:03:00,"RT @PlanetofFinks: oh huh, some interesting ones on this list, esp for fans of @ChuckTingle, Stephen Winter, or @StarleeKine https://t.co/m…"
950824176167858176,2018-01-09 20:18:43,"If it's a big enough stone, you can kill way more than two birds."
950744143994785793,2018-01-09 15:00:42,"RT @withinthewires: Season 2, Cassette 10: Karikari Contemporary Gallery (1986)
""You should remember to breathe.""
https://t.co/ZTXYLLpgur"
950532580360753155,2018-01-09 01:00:01,"Good morning, New Zealand and Australia. Just under a month until the Glow Cloud comes to visit. Are you ready?
Gra… https://t.co/noEOC4BkvZ"
950014898117009409,2018-01-07 14:42:56,"RT @IMASpodcast: Episode 8: The Clubhouse
Deirdre and co. return to the source on a research expedition. https://t.co/2guIiwb53j"
948976073022296064,2018-01-04 17:55:01,"RT @NightValeRadio: MEMO
To: You
From: Tiny spiders
Subject: Ear canal or sinuses?"
948720638297911296,2018-01-04 01:00:01,We're taking ALL HAIL to New Zealand and Australia in less than a month! Plus a special performance of GHOST STORIE… https://t.co/hSzKiIZYCO
948256170011131904,2018-01-02 18:14:23,"This year, let our Valentine's Day cards speak for you.
https://t.co/qj1rwlzw6h https://t.co/r6eipjKgQu"
947688819427627009,2018-01-01 04:39:56,"Welcome to 2018, the year we finally do it. The year we eat the sun."
947542405225635842,2017-12-31 18:58:08,"True change starts with the person in the mirror. He's standing far behind you, barely visible. He's really going to change things."
946395381767778304,2017-12-28 15:00:16,RT @NVPresents: Episode 7 of I Only Listen to the @mountain_goats is out now! Kristine Leschper from @mothersathens joins to talk about the…
946140596384694272,2017-12-27 22:07:51,RT @podcon: Hey there Podcats! Only a few more days to buy Remote Attendance. Sales will end on December 31! https://t.co/a19x67z3qA https:…
945671006135504896,2017-12-26 15:01:52,"RT @withinthewires: Season 2, Cassette 9: Metropolitan Museum of Art (1981).
""Can you hear what's being left unsaid?""
https://t.co/8M6SaEdW…"
945364772416921600,2017-12-25 18:45:00,"He knows when you're sleeping, he knows when you're awake, he lives inside your mirror, his human face is fake"
945016981178089472,2017-12-24 19:43:00,Silent Night. Holy Night. Very Silent Night. Please Be Quiet Night. If You Make Noise It Will Hear Us Night.
944318289815228416,2017-12-22 21:26:39,Fire is so delightful.
944267236126154752,2017-12-22 18:03:47,"Hello, west coast. Tickets for Vancouver, Spokane, and San Diego are now available!
Tickets: https://t.co/DaXIZnTzU8"
944251653372424193,2017-12-22 17:01:52,Tickets now available for our shows in Calgary and Boise! Ticket links on our website: https://t.co/NKyB7vTDpA
944236493844951040,2017-12-22 16:01:37,"Good morning, Winnipeg. We're coming to your city on April 15, and tickets are now available. https://t.co/VOthwo63PC"
943714090366722049,2017-12-21 05:25:47,"RT @aparnapkin: just once when an actress is asked ""what's your beauty secret?"" i want her to coyly smile, pop her head off with both hands…"
943541841248636934,2017-12-20 18:01:19,"Pre-sale is now open in Vancouver, Spokane, and San Diego! Plus, Eugene tickets are now on sale for everybody!
Tick… https://t.co/VuvKdn4nmz"
943526851808579585,2017-12-20 17:01:46,"Boise, Calgary: your time is now. Members, grab your pre-sale tickets!
Tickets:
https://t.co/DaXIZnTzU8"
943511522726342656,2017-12-20 16:00:51,"Hey Winnipeg. Your member pre-sale starts now. We can't wait to visit.
Tickets: https://t.co/VOthwo63PC"
943194233611022336,2017-12-19 19:00:03,Want pre-sale tickets tomorrow? Become a $10+ member by midnight tonight and we'll send you a code tomorrow morning… https://t.co/ecQ13Mp9EY
943160958335311872,2017-12-19 16:47:50,"@atfangirl592 Our online store recently moved over to a new payments processor and does not store card info, so you… https://t.co/TizfKDZOYx"
943149929085595649,2017-12-19 16:04:00,Later on we'll conspire.
942817183423516672,2017-12-18 18:01:47,"EVERYONE ELSE: See you Wednesday for our member pre-sale and Friday for the on-sale!
Details: https://t.co/DaXIZnTzU8"
942817061218201601,2017-12-18 18:01:18,"ARCATA: Tickets are now available! Link:
https://t.co/vAn9HODDdj"
942816985641037824,2017-12-18 18:01:00,"EUGENE: Our member pre-sale starts now! Enter your code in the ""Promo Code"" box in the top right. Link:
https://t.co/BiM6BPH9c6"
942409546705854467,2017-12-17 15:01:59,"RT @IMASpodcast: Episode 7: An Automatic Spark 
Memories are taken out for a jog... https://t.co/LeVFsWkQ6B"
942129705523675136,2017-12-16 20:30:00,"ICYMI: We're taking ALL HAIL to Vancouver, Calgary, Winnipeg, Boise, Spokane, Eugene, Arcata, and San Diego in Apri… https://t.co/vegQVZcU33"
941757247667032064,2017-12-15 19:49:59,Eugene &amp; Arcata: your tickets go on sale a few days early. Check out our site for details: https://t.co/A0DdihecBf
941729582507610112,2017-12-15 18:00:03,"New ALL HAIL tour dates added in the U.S. and Canada! We're going to Vancouver, Calgary, Winnipeg, Boise, Spokane,… https://t.co/Pyk9O0qycs"
941684289497808896,2017-12-15 15:00:04,This week: a happy celebration of a happy holiday story from a desert otherworld. Featuring the voices of… https://t.co/t7nw82Vp1L
941380722413228032,2017-12-14 18:53:48,"SPONSORED UPDATE: The Post Office. What, you think you're better than us?"
941321750893260800,2017-12-14 14:59:28,"RT @NVPresents: This week on I Only Listen to the @mountain_goats: artistic restraints, Silver Age Latin, and why theaters should stop prod…"
941023780440363009,2017-12-13 19:15:27,Give the gift of a weird t-shirt. Order soon – shipping deadlines loom. https://t.co/WpyT4PeTnw https://t.co/oBPfe2GyrR
940645432212049920,2017-12-12 18:12:02,"RT @NightValeRadio: I'm going to give you a piece of my mind. It's in this clay jar. Please keep it in a cool, dark place and away from cat…"
940597342109159425,2017-12-12 15:00:56,"RT @withinthewires: Season 2, Cassette 8: Ohara Museum of Art (1980).
""Which brush strokes on this painting do you resent? Are they the sam…"
940295123794931713,2017-12-11 19:00:02,ICYMI: Welcome to Night Vale is being adapted into a TV show and we're working on two new script books! https://t.co/eRbFVnGxJS
940257583096410112,2017-12-11 16:30:51,"RT @podcon: If you're feeling the pod pangs, remote attendance will be available for purchase through the end of the year at https://t.co/a…"
939243136378839040,2017-12-08 21:19:48,"We're so excited to tell you that Welcome to Night Vale is being adapted into a TV show! Plus, we're working on two… https://t.co/0GLJWzlISM"
939215595383300096,2017-12-08 19:30:22,"Hey @podcon attendees – if you're looking for Night Vale merch, including our new tour exclusive beanie, visit the… https://t.co/GNAY3Gn2tO"
938872541422280705,2017-12-07 20:47:11,"Hemingway once wrote a six word short story ""I live in the pit now."" No one knew why he wrote it, or where he disappeared after."
938832711321612288,2017-12-07 18:08:55,"We're at the Neptune Theatre in Seattle tonight with TWO shows. Our early show is sold out, but tickets are still a… https://t.co/60hJKoUMeU"
938483108948692994,2017-12-06 18:59:44,"Will all of your gifts arrive before the holidays? Ask a deck of Night Vale Tarot Cards to find out, or order this… https://t.co/I9dyBNtagk"
938156788976947201,2017-12-05 21:23:03,RT @podcon: Important cosplay information for this weekend! A must-read if you are planning a sweet sweet cosplay. https://t.co/V8mBidDLVu
938150999939837952,2017-12-05 21:00:03,Don't miss your chance to see us LIVE in Portland tonight and in Seattle on Thursday! ALL HAIL can be enjoyed by lo… https://t.co/RyTYJC30Dc
937782079588356097,2017-12-04 20:34:05,Some days you're the hammer. Some days you're the nail. Some days you're the stars. Some days you're the comptroller. Some days you're th-
937719971412627456,2017-12-04 16:27:17,"We made a pillow to match the cover of our new novel, It Devours! Order this week to guarantee holiday delivery.
Pi… https://t.co/5E4KSoDMpV"
937330295543619585,2017-12-03 14:38:51,"RT @IMASpodcast: Episode 6: For Whom the Bell Trolls
Deirdre has been digging. 
https://t.co/gyPWJVG7n9"
936659019040731136,2017-12-01 18:11:27,"Cecil, Carlos, and other Night Vale citizens answer YOUR questions in our new, member-exclusive bonus episode. Beco… https://t.co/BDpVe7i8Rh"
936615021752324096,2017-12-01 15:16:37,"You need love. You may also need other things. The finale of ""eGemony,"" our three episode arc co-written with… https://t.co/yw6WhVaDc6"
936317954156847104,2017-11-30 19:36:10,This post brought to you by Uber. Burn down all cities. Salt all fields. Uber. The end of all things.
936311890682306560,2017-11-30 19:12:05,RT @podcon: 👇 PodConQuest: A Thread 👇 https://t.co/iOqo0sfWf8
936248657577435137,2017-11-30 15:00:49,"RT @NVPresents: I Only Listen to the @mountain_goats, Episode 5: ""Fault Lines."" @steadycraig, lead singer of @theholdsteady and solo artist…"
935919279479894017,2017-11-29 17:11:59,Want to give someone a gift from the Night Vale store this holiday season? Buy early – shipping deadlines are tight… https://t.co/9U8co6ZLob
935582716212531200,2017-11-28 18:54:36,"RT @NightValeRadio: This'll brighten up your day. *points at sun* Gonna explode eventually tho. It all ends in darkness. Anyway kids, I'm y…"
935524100734406657,2017-11-28 15:01:41,"RT @withinthewires: Season 2, Cassette 7: Sree Chitra Art Gallery (1979).
""What can she see that you cannot? Do you wish you could see it t…"
935208712620429312,2017-11-27 18:08:27,"PLUS: We'll be at the inaugural @podcon, a whole weekend dedicated to podcasts and the people who love them, on Dec… https://t.co/xIh7PU1GtP"
935206605993467904,2017-11-27 18:00:04,"Starting tomorrow... the Glow Cloud visits Texas, the southwest, and the west coast. Get your tickets to our latest… https://t.co/hHd3tiKGgd"
933719294747250691,2017-11-23 15:30:02,Today we feel thankful for what we have. Tomorrow we can get back to resenting what we don't.
933035031236435969,2017-11-21 18:11:01,"One week until our live show, ALL HAIL, is back out on the road in Texas, the southwest, and on the west coast. Tic… https://t.co/7VlABhKRYb"
932647479719481344,2017-11-20 16:31:01,Chant softly and carry a weird stick.
932282035636277249,2017-11-19 16:18:52,RT @IMASpodcast: Episode 5: Press Play. Deirdre has assembled a studio audience for a pivotal musical event. - https://t.co/kF3HnMFrZ2
931539946527166464,2017-11-17 15:10:05,"Our last book tour event for It Devours! is tonight in Portland, Maine. Huge thanks to everyone who came out to see… https://t.co/DuRzZLX81M"
931216513255735297,2017-11-16 17:44:52,"Airplanes are actually much, much safer than trains and cars when it comes to flying."
930835287332327424,2017-11-15 16:30:01,"New to Night Vale or lost track of us a while back? Jump in with our new three episode arc, ""eGemony,"" featuring a… https://t.co/zo9N8quHPJ"
930810420880953344,2017-11-15 14:51:12,"RT @PlanetofFinks: Hudson River Valley! Today is your day! Then tomorrow in Saratoga Springs, and Friday our big finish in Portland, Maine.…"
930548103249367042,2017-11-14 21:28:51,"RT @NightValeRadio: Where do you see yourself in five years? The top of that mountain? Thanks. Wow, you're right, you can see all of time a…"
930450459348946945,2017-11-14 15:00:51,"RT @withinthewires: Season 2, Cassette 6: Montreal Museum of Fine Arts (1978).
""Look closely at the crumpled paper. Can you read what it sa…"
930109099286646784,2017-11-13 16:24:24,@stgregarious Yes: https://t.co/kV01nZOZ0S
930103634918076416,2017-11-13 16:02:41,"The It Devours! book tour ends Friday! Come see Joseph Fink and Jeffrey Cranor in San Diego, Rhinebeck, Saratoga Sp… https://t.co/1MKZrO7cJg"
929068513951657989,2017-11-10 19:29:29,Scientific fact: Horses are technically just weird deer. Kangaroos are weird deer with pockets.
928735329028395010,2017-11-09 21:25:32,"Speaking of @erinmckeown, her new musical ""Miss You Like Hell"" is going up at the @PublicTheaterNY next spring. Che… https://t.co/5Lx8FOGiKm"
928638419521163264,2017-11-09 15:00:27,"RT @NVPresents: I Only Listen to the @mountain_goats, Episode 4: ""Jenny."" @erinmckeown joins to talk technique, showtunes, and how songwrit…"
928306924751327232,2017-11-08 17:03:12,"20 days until our live show ALL HAIL goes back out on the road, visiting San Antonio, Dallas, Albuquerque, Phoenix,… https://t.co/HIrGCP8RF2"
928010154456567808,2017-11-07 21:23:57,RT @NightValeRadio: Be yourself (as if you had some choice in the matter).
927925640329916416,2017-11-07 15:48:07,"You can never have enough teeth, especially in the woods. (Thanks @CecilBaldwinIII for the pics!)… https://t.co/G54gsSlOOV"
927588902134788097,2017-11-06 17:30:02,"Next up on the It Devours! Book Tour: Houston, Los Angeles, Santa Cruz, San Francisco, Portland, and Seattle. Info:… https://t.co/OYB9YqTvnj"
927561487513776128,2017-11-06 15:41:06,@RainbowHeartVal @GooglePlayMusic Weird! We see them on the page. Here's a direct link to 111: https://t.co/xO35zPPGXJ
927174374519656448,2017-11-05 14:02:51,RT @IMASpodcast: Live from Rosemary Hills... Episode 4: Tricia Elwood https://t.co/VED2aHqULT
926463989072084992,2017-11-03 15:00:02,We wrote a WTNV Starter's Guide for new listeners and old listeners who haven't tuned in for a while.  https://t.co/JPaxeiEHbo
926131455880724480,2017-11-02 16:58:40,RT @NightValeRadio: PSA: Help control the pet population by having your dog or cat digitized and transcoded as an AI twitterbot.
925725666989039616,2017-11-01 14:06:12,Plus: cool new stuff in our store that make perfect holiday gifts (or just things to own). https://t.co/7pokauCE6B
925725261173329922,2017-11-01 14:04:36,New episode today featuring guest writer @GlenDavidGold and performances by @huntercanning and @lusiastrus! Listen: https://t.co/lo3Rzdlt7x
925429667758268421,2017-10-31 18:30:01,Remember the reason for the season: candy and ghouls.
925364417356881920,2017-10-31 14:10:44,"RT @withinthewires: Season 2, Cassette 5: Van Gogh Museum (1977).
""Can you notice a thing that is not there?""
https://t.co/HwebvHDAec"
925067175722999808,2017-10-30 18:29:36,"The It Devours! Book Tour continues this week in Denver, Minneapolis, Cincinnati, Madison, Dallas, and Austin. Info: https://t.co/cbijL3AZJs"
923943210417758209,2017-10-27 16:03:22,@ourcityburning We'll be in San Antonio &amp; Dallas this time around.
923940378583162880,2017-10-27 15:52:06,"We'll be performing ALL HAIL in Texas, New Mexico, Arizona, California, Oregon, and Washington in just over a month: https://t.co/DaXIZnTzU8"
923553279283474432,2017-10-26 14:13:55,"I Only Listen to the Mountain Goats, Ep 3, ""Color in Your Cheeks,"" with guests @MacMerge &amp; @ibibioSMmusic: https://t.co/FnQWYEzLuO"
923255495607095296,2017-10-25 18:30:38,Now to come up with a phrase saying there's more than one way to do something. Let me just think about normal things I do on a daily basis.
923242542732337153,2017-10-25 17:39:09,RT @podcon: Take a gander at everything we've got going on — we are really excited about all the stuff we've got planned! https://t.co/SPAE…
922842189620707328,2017-10-24 15:08:18,".@CecilBaldwinIII read the entire text of IT DEVOURS! out loud into a microphone just for you. Yes, you.… https://t.co/BkwOQwIXSA"
922520346317729793,2017-10-23 17:49:24,"RT @NightValeRadio: We have nothing to fear but fear itself. And throat spiders. Also, many other things, several of which can be found in…"
922478529379471360,2017-10-23 15:03:14,"This week, the It Devours! book tour visits Ann Arbor, Okemos, Chapel Hill, Raleigh, Boston, and Boulder. More info: https://t.co/cbijL3AZJs"
922100944460017665,2017-10-22 14:02:51,"RT @IMASpodcast: Episode 3: Track #1 Against all odds, music will be made today as Deirdre presents the first song on the Attic Tape. https…"
921389879468216322,2017-10-20 14:57:20,"GUTS. New t-shirt &amp; phone cases by @angrycomics.
T-shirt: https://t.co/I58HrP4BsB
Phone case:… https://t.co/Fst9j9ervD"
921117566759849984,2017-10-19 20:55:16,RT @podcon: The PodCon Creator Chat and Signing lotteries are open! Get your ticket today to enter! https://t.co/bPWb3kRQnd https://t.co/yw…
921065885275652096,2017-10-19 17:29:54,RT @NightValeRadio: A journey of a thousand miles begins with a single command from a satellite-activated mind control chip.
920701273023926272,2017-10-18 17:21:03,Atlanta – you can grab advance tickets to tomorrow's event at @acappellabooks right here: https://t.co/l88UOr6aNw https://t.co/5oL6KPCP8f
920653908866977792,2017-10-18 14:12:51,"RT @withinthewires: Season 2, Cassette 4: Bardo Museum (1975).
""Are all affirmatives true until they are successfully debunked?""
https://t.…"
